StockCode,TotalRevenue,TotalQuantity,Orders,Customers,AverageUnitPrice,Description,RevenuePercentage
21830,1073.47,2551,88,63,0.4382222222222222,ASSORTED CREEPY CRAWLIES,0.012078820390108406
21832,1296.83,779,115,83,1.7348275862068965,CHOCOLATE CALCULATOR,0.014592095397639697
21833,4278.12,2628,120,87,1.6816666666666664,CAMOUFLAGE LED TORCH,0.04813794804450108
21836,11.25,3,2,2,3.75,GINGHAM OVEN GLOVE RED HEART,0.0001265864247614927
21839,5.45,1,1,1,5.45,MUMMY MOUSE RED GINGHAM RIBBON,6.13240902177898e-05
21841,306.0,72,20,19,4.25,BABY MOUSE RED GINGHAM DRESS,0.0034431507535126016
21843,17918.8,1808,421,260,10.862559241706162,RED RETROSPOT CAKE STAND,0.20162460693477646
21844,4969.150000000001,1813,134,99,2.9025925925925926,RED RETROSPOT MUG,0.055913505120317473
21845,1720.3000000000002,1906,82,63,1.101219512195122,DAIRY MAID STRIPE MUG,0.019357033468195194
21846,365.62,72,24,12,5.616666666666667,PINK DIAMANTE PEN IN GIFT BOX,0.004114002544115285
21847,44.550000000000004,9,5,5,4.95,GREEN  DIAMANTE PEN IN GIFT BOX,0.0005012822420555112
21849,250.84000000000003,50,22,16,5.089166666666666,SILVER DIAMANTE PEN IN GIFT BOX,0.0028224834477486964
21850,271.8,60,21,12,4.916666666666667,BLUE  DIAMANTE PEN IN GIFT BOX,0.0030583280222376643
21851,138.72,26,15,12,5.617999999999999,LILAC DIAMANTE PEN IN GIFT BOX,0.001560895008259046
21864,1190.3400000000001,609,96,65,2.0748979591836734,UNION JACK FLAG PASSPORT COVER,0.013393856431164022
21865,457.08000000000004,220,68,52,2.0881159420289856,PINK UNION JACK  PASSPORT COVER,0.005143122047109608
21866,666.71,534,106,79,1.3029906542056073,UNION JACK FLAG LUGGAGE TAG,0.007501905355798649
21867,330.02,261,75,56,1.276547619047619,PINK UNION JACK  LUGGAGE TAG,0.0037134268355366955
21868,2924.48,2344,232,153,1.335579399141631,POTTING SHED TEA MUG,0.032906619332132465
21870,1658.89,1349,137,97,1.2472661870503599,I CAN ONLY PLEASE ONE PERSON MUG,0.018666040370897127
21871,6150.13,5264,270,133,1.3753284671532846,SAVE THE PLANET MUG,0.06920204164607992
21872,1365.73,1265,119,81,1.3589166666666666,GLAMOROUS  MUG,0.015367366923512305
21873,1748.59,1583,88,62,1.2793181818181818,IF YOU CAN'T STAND THE HEAT MUG,0.019675356130995424
21874,3715.6099999999997,2845,194,110,1.3487113402061854,GIN AND TONIC MUG,0.04180851428515999
21875,2249.56,2000,111,83,1.3656249999999999,KINGS CHOICE MUG,0.025312334016574536
21876,4049.61,3541,197,141,1.3846464646464645,POTTERING MUG,0.04556672458474565
21877,6698.56,5340,293,174,1.4184353741496598,HOME SWEET HOME MUG,0.07537304546225286
21878,1972.8999999999999,2396,152,120,0.8525,PACK OF 6 SANDCASTLE FLAGS ASSORTED,0.022199320658839904
21879,301.93,1025,57,52,0.4596551724137931,HEARTS GIFT TAPE,0.003397354598065555
21880,668.94,1458,99,84,0.5488000000000001,RED RETROSPOT TAPE,0.00752699759821804
21881,315.55,975,45,37,0.5708888888888889,CUTE CATS TAPE,0.003550608562976802
21882,189.98000000000002,598,38,35,0.5202564102564102,SKULLS TAPE,0.0021376790201056346
21883,581.0600000000001,1368,93,82,0.5566666666666668,STARS GIFT TAPE,0.006538160708614485
21884,318.81,1017,44,43,0.5036363636363637,CAKES AND BOWS GIFT  TAPE,0.0035872904958410214
21888,5718.21,1551,280,210,3.83375,BINGO SET,0.06434202310537024
21889,7200.95,5766,449,336,1.2802603036876357,WOODEN BOX OF DOMINOES,0.08102600136766852
21890,3247.16,1070,173,143,3.241818181818182,S/6 WOODEN SKITTLES IN COTTON BAG,0.03653745555809144
21891,9998.32,7904,340,264,1.3939884393063584,TRADITIONAL WOODEN SKIPPING ROPE,0.1125023628818958
21892,3651.75,2910,295,235,1.2969767441860465,TRADITIONAL WOODEN CATCH CUP GAME,0.041089953477580536
21894,604.48,471,71,57,1.3172222222222223,POTTING SHED SEED ENVELOPES,0.006801685514651299
21895,4.25,1,1,1,4.25,POTTING SHED SOW 'N' GROW SET,4.782153824323057e-05
21896,2152.2000000000003,946,89,79,2.1061111111111113,POTTING SHED TWINE,0.02421682696637197
21897,1250.82,402,2,1,2.88,POTTING SHED CANDLE CITRONELLA,0.014074385050681806
21898,1423.03,445,7,6,3.0157142857142856,POTTING SHED ROSE CANDLE,0.01601211378029751
21899,1629.8200000000002,2600,218,148,0.6799547511312217,GARAGE KEY FOB,0.01833894104931343
21900,1959.13,3081,265,166,0.6859398496240602,"KEY FOB , SHED",0.022044378874931842
21901,1140.26,1742,234,143,0.6779668049792532,"KEY FOB , BACK DOOR",0.012830349928759081
21902,1168.2800000000002,1902,161,114,0.6784146341463415,"KEY FOB , FRONT  DOOR",0.013145634517365041
21903,2356.38,1127,153,113,2.2381045751633986,MAN FLU METAL SIGN,0.02651428618484322
21904,105.0,50,23,21,2.1,HOUSE WRECKING METAL SIGN,0.001181473297773932
21905,705.3100000000001,684,110,84,1.2827272727272727,MORE BUTTER METAL SIGN,0.007936237444313638
21906,3220.81,483,94,71,6.732736842105263,PHARMACIE FIRST AID TIN,0.036240962020983404
21907,4757.35,2292,329,208,2.1131515151515154,I'M ON HOLIDAY METAL SIGN,0.053530304696807765
21908,7204.320000000001,3633,374,220,2.140395778364116,CHOCOLATE THIS WAY METAL SIGN,0.08106392103446376
21910,59.39999999999999,36,8,8,1.65,WAY OUT METAL SIGN,0.0006683763227406813
21911,173.24999999999997,105,20,18,1.65,GARDEN METAL SIGN,0.0019494309413269873
21912,5508.53,1571,268,201,3.8400373134328363,VINTAGE SNAKES & LADDERS,0.061982677190348924
21913,1142.53,305,89,72,3.8293258426966292,VINTAGE SEASIDE JIGSAW PUZZLES,0.012855892256244289
21914,9218.88,7431,517,306,1.2808778625954198,BLUE HARMONICA IN BOX,0.10373200528935377
21915,23756.43,20945,561,349,1.2612056737588653,RED  HARMONICA IN BOX,0.2673103590041483
21916,1771.12,4362,248,156,0.43220472440944885,SET 12 RETRO WHITE CHALK STICKS,0.019928866544317775
21917,1651.14,4090,186,132,0.4275268817204301,SET 12 KIDS  WHITE CHALK STICKS,0.01857883638939476
21918,2814.2799999999997,7012,282,193,0.42715789473684207,SET 12 KIDS COLOUR  CHALK STICKS,0.031666634975802105
21922,5674.14,758,167,113,7.950238095238096,UNION STRIPE WITH FRINGE  HAMMOCK,0.06384614188410456
21925,503.75,403,65,38,1.25,UNION STRIPE CUSHION COVER,0.005668258797653507
21926,509.9,414,60,35,1.2468333333333335,RED/CREAM STRIPE CUSHION COVER,0.005737459376523123
21927,769.9,622,98,41,1.2480808080808081,BLUE/CREAM STRIPE CUSHION COVER,0.008663012304344287
21928,18053.48,9699,542,264,2.034697247706422,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,0.20314004335138786
21929,18427.9,9888,602,308,2.0408760330578515,JUMBO BAG PINK VINTAGE PAISLEY,0.20735306460998326
21930,10865.83,5694,471,220,2.027384937238494,JUMBO STORAGE BAG SKULLS,0.12226369526810402
21931,21784.84,11513,774,333,2.0288589743589744,JUMBO STORAGE BAG SUKI,0.24512577863121396
21932,4357.06,2463,319,218,1.854953560371517,SCANDINAVIAN PAISLEY PICNIC BAG,0.049026190921894176
21933,4289.26,2406,283,198,1.8455172413793102,PINK VINTAGE PAISLEY PICNIC BAG,0.04826329673533158
21934,2081.2,1288,143,85,1.6458041958041958,SKULL SHOULDER BAG,0.023417925974543875
21935,2824.37,1763,204,121,1.6440487804878048,SUKI  SHOULDER BAG,0.03178016893365486
21936,10365.76,3756,385,223,2.949378238341969,RED RETROSPOT PICNIC BAG,0.11663684429650584
21937,4430.5,1590,206,146,2.9268115942028987,STRAWBERRY   PICNIC BAG,0.04985254710273719
21942,134.54999999999998,161,23,14,0.83,SKULLS DESIGN FLANNEL,0.0015139736401474527
21943,48.449999999999996,57,10,7,0.85,CAKES AND RABBITS DESIGN FLANNEL,0.0005451655359728286
21944,177.88,232,33,24,0.7688235294117647,KITTENS DESIGN FLANNEL,0.0020015282876954953
21945,190.79,225,29,27,0.8346666666666667,STRAWBERRIES  DESIGN FLANNEL,0.0021467932426884615
21946,58.9,72,11,8,0.8081818181818182,PARTY TIME DESIGN FLANNEL,0.0006627502594179485
21947,741.48,594,82,62,1.3603488372093022,SET OF 6 HEART CHOPSTICKS,0.008343226865080143
21948,541.82,417,54,37,1.404,SET OF 6 CAKE CHOPSTICKS,0.006096627259046398
21949,725.49,613,59,46,1.305084745762712,SET OF 6 STRAWBERRY CHOPSTICKS,0.008163305360019142
21955,6619.41,1157,155,108,7.755064102564102,DOORMAT UNION JACK GUNS AND ROSES,0.07448243963826422
21967,1504.9799999999998,5162,173,129,0.32386363636363635,PACK OF 12 SKULL TISSUES,0.016934225558893446
21972,423.4,292,39,35,1.45,SET OF 36 DINOSAUR PAPER DOILIES,0.004764150421690312
21973,230.54999999999998,159,30,25,1.45,SET OF 36 MUSHROOM PAPER DOILIES,0.0025941777981121905
21974,2942.5099999999998,2036,229,177,1.494061135371179,SET OF 36 PAISLEY FLOWER DOILIES,0.033109495175550216
21975,5919.280000000001,12106,529,287,0.5587661141804788,PACK OF 60 DINOSAUR CAKE CASES,0.0666044882099741
21976,2496.08,4936,276,181,0.5523843416370107,PACK OF 60 MUSHROOM CAKE CASES,0.02808620827721482
21977,11611.0,24230,669,410,0.5514201183431954,PACK OF 60 PINK PAISLEY CAKE CASES,0.13064844248050594
21980,2002.7299999999998,6521,250,192,0.32844,PACK OF 12 RED RETROSPOT TISSUES,0.02253497159667416
21981,1508.87,5281,190,143,0.3369270833333333,PACK OF 12 WOODLAND TISSUES,0.016977996331544308
21982,1995.05,6907,259,182,0.3419924812030075,PACK OF 12 SUKI TISSUES,0.02244855526403698
21983,712.7299999999999,2223,124,98,0.352258064516129,PACK OF 12 BLUE PAISLEY TISSUES,0.008019728224022995
21984,999.5999999999999,3294,157,123,0.3552830188679245,PACK OF 12 PINK PAISLEY TISSUES,0.011247625794807831
21985,2542.17,8541,354,262,0.334438202247191,PACK OF 12 HEARTS DESIGN TISSUES,0.028604818794304352
21986,1129.79,3985,155,118,0.33987261146496817,PACK OF 12 PINK POLKADOT TISSUES,0.012712540162781054
21987,1254.74,2050,147,106,0.6476315789473684,PACK OF 6 SKULL PAPER CUPS,0.014118493387132032
21988,1663.3,2194,147,101,0.8401342281879194,PACK OF 6 SKULL PAPER PLATES,0.018715662249403627
21989,1672.6899999999998,2065,205,130,0.8464903846153846,PACK OF 20 SKULL PAPER NAPKINS,0.018821319718604554
21990,1734.6,1212,177,127,1.5006666666666666,MODERN FLORAL STATIONERY SET,0.019517938879225354
21991,675.53,471,102,80,1.5112621359223302,BOHEMIAN COLLAGE STATIONERY SET,0.00760114911281166
21992,1640.29,1151,199,160,1.5270243902439025,VINTAGE PAISLEY STATIONERY SET,0.018456750815291457
21993,1927.3500000000001,1360,205,151,1.5254589371980676,FLORAL FOLK STATIONERY SET,0.021686786290138933
22021,577.4999999999999,350,64,60,1.65,BLUE FELT EASTER EGG BASKET,0.0064981031377566245
22023,476.25,1131,84,71,0.4296470588235294,EMPIRE BIRTHDAY CARD,0.005358825314903191
22024,918.91,2280,129,90,0.42852713178294577,RAINY LADIES BIRTHDAY CARD,0.010339691695785178
22025,702.0,1764,87,73,0.4152272727272727,RING OF ROSES BIRTHDAY CARD,0.007898992905117145
22026,642.24,1560,100,71,0.4182,BANQUET BIRTHDAY  CARD,0.007226565816784096
22027,1692.71,4141,262,180,0.42441064638783266,TEA PARTY BIRTHDAY CARD,0.019046587294046784
22028,1198.45,2903,185,124,0.4309677419354839,PENNY FARTHING BIRTHDAY CARD,0.01348511117825875
22029,3120.14,7834,394,234,0.4234683544303797,SPACEBOY BIRTHDAY CARD,0.03510821043158434
22030,2120.55,5337,242,179,0.41921810699588474,SWALLOWS GREETING CARD,0.023860697158042968
22031,158.61,363,32,28,0.47125,BOTANICAL LAVENDER BIRTHDAY CARD,0.0017846998072373653
22032,151.62,361,31,28,0.42,BOTANICAL LILY GREETING CARD,0.001706047441985558
22033,141.12,336,21,20,0.42000000000000004,BOTANICAL ROSE GREETING CARD,0.0015879001122081646
22034,1.26,3,1,1,0.42,ROBIN CHRISTMAS CARD,1.4177679573287185e-05
22035,569.02,1394,87,65,0.42666666666666664,VINTAGE CARAVAN GREETING CARD,0.006402685103803074
22037,1552.96,3747,257,173,0.42065891472868217,ROBOT BIRTHDAY CARD,0.01747410259534291
22038,199.5,475,19,19,0.42,BOTANICAL LAVENDER GIFT WRAP,0.0022447992657704707
22039,105.0,250,7,6,0.42,BOTANICAL LILY GIFT WRAP,0.001181473297773932
22040,304.5,725,28,27,0.42,BOTANICAL ROSE GIFT WRAP,0.0034262725635444023
22041,8450.82,3812,196,73,2.492964824120603,"RECORD FRAME 7"" SINGLE SIZE",0.09508969689803713
22042,151.2,360,25,24,0.42,CHRISTMAS CARD SINGING ANGEL,0.0017013215487944617
22043,283.32,1188,43,40,0.23674418604651162,CHRISTMAS CARD SCREEN PRINT,0.0031879525211934326
22044,196.44,816,36,35,0.2602777777777778,CHRISTMAS CARD STACK OF PRESENTS,0.0022103677582353447
22045,2652.34,6477,206,148,0.4186407766990291,SPACEBOY GIFT WRAP,0.02984446558683534
22046,929.0,2250,75,62,0.4189333333333333,TEA PARTY  WRAPPING PAPER,0.010453225653637932
22047,1363.0,3350,105,93,0.41790476190476183,EMPIRE GIFT WRAP,0.015336648617770182
22048,393.5,975,32,32,0.4175,BIRTHDAY BANQUET GIFT WRAP,0.0044277118349908785
22049,270.5,1000,31,26,0.26419354838709674,WRAP CHRISTMAS SCREEN PRINT,0.0030437002575985582
22050,498.5,1225,40,37,0.418,PINK PAISLEY ROSE GIFT WRAP,0.0056091851327648105
22051,409.5,975,39,36,0.42,BLUE SCANDINAVIAN PAISLEY WRAP,0.004607745861318334
22052,239.82,571,23,22,0.42,VINTAGE CARAVAN GIFT WRAP,0.0026984850121156605
22053,3596.4199999999996,4236,26,23,1.2261538461538461,EMPIRE DESIGN ROSETTE,0.040467373310286894
22055,1661.78,1246,142,102,1.4532876712328766,MINI CAKE STAND  HANGING STRAWBERY,0.01869855901690252
22057,648.18,578,56,46,1.2457142857142858,CERAMIC PLATE STRAWBERRY DESIGN,0.0072934034490581634
22059,1960.47,1739,142,85,1.2993150684931507,CERAMIC STRAWBERRY DESIGN MUG,0.022059456724636765
22060,1111.05,231,34,31,5.28,LARGE CAKE STAND HANGING HEARTS,0.01250167530944502
22061,3854.68,564,129,86,8.989844961240308,LARGE CAKE STAND  HANGING STRAWBERY,0.043373347537744945
22062,599.74,554,52,43,1.164736842105263,CERAMIC BOWL WITH LOVE HEART DESIGN,0.006748350434351791
22063,1106.5500000000002,537,81,56,2.7042857142857146,CERAMIC BOWL WITH STRAWBERRY DESIGN,0.012451040739540425
22064,2132.7,1602,164,85,1.6364705882352941,PINK DOUGHNUT TRINKET POT,0.023997410496785374
22065,2883.44,6418,164,132,0.6191954022988505,CHRISTMAS PUDDING TRINKET POT,0.03244483205460254
22066,1029.1399999999999,2232,131,99,0.6193333333333333,LOVE HEART TRINKET POT,0.011580013615914897
22067,562.53,385,48,32,1.51734693877551,CHOC TRUFFLE GOLD TRINKET POT,0.006329658801874
22068,502.37999999999994,432,81,56,1.4195121951219511,BLACK PIRATE TREASURE CHEST,0.005652843384149218
22069,237.47999999999996,218,37,26,1.417894736842105,BROWN  PIRATE TREASURE CHEST,0.00267215503576527
22070,2030.68,873,84,62,3.895882352941176,SMALL RED RETROSPOT MUG IN BOX,0.022849468536414935
22071,1295.04,710,72,64,3.628243243243243,SMALL WHITE RETROSPOT MUG IN BOX,0.014571954090944313
22072,2519.19,807,139,90,3.4602097902097904,RED RETROSPOT TEA CUP AND SAUCER,0.02834624492399154
22073,1067.1,298,45,38,3.7040425531914893,RED RETROSPOT STORAGE JAR,0.012007144343376788
22074,772.9399999999999,1000,75,61,1.2107894736842104,6 RIBBONS SHIMMERING PINKS,0.008697218769346505
22075,2004.9199999999998,1538,120,96,1.5267213114754097,6 RIBBONS ELEGANT CHRISTMAS,0.02255961375402773
22076,1302.7199999999998,1034,113,96,1.4291150442477873,6 RIBBONS EMPIRE,0.01465837042358149
22077,14969.839999999998,8594,726,413,1.7792577597840753,6 RIBBONS RUSTIC CHARM,0.168442535542363
22078,2584.8,1288,143,105,2.0932432432432435,RIBBON REEL LACE DESIGN,0.02908449695320057
22079,2808.89,1701,225,190,1.6994736842105262,RIBBON REEL HEARTS DESIGN,0.03160598601318305
22080,1877.55,1167,126,116,1.6468749999999999,RIBBON REEL POLKADOTS,0.02112643038319472
22081,978.37,585,89,74,1.741111111111111,RIBBON REEL FLORA + FAUNA,0.01100874314612459
22082,4154.33,2525,334,250,1.6825882352941175,RIBBON REEL STRIPES DESIGN,0.04674504728705885
22083,11935.310000000001,4265,444,294,2.9541348314606743,PAPER CHAIN KIT RETROSPOT,0.13429761967289705
22084,13411.550000000001,4885,374,277,2.9068421052631583,PAPER CHAIN KIT EMPIRE,0.1509084591119998
22085,1415.65,507,73,62,2.9283783783783788,PAPER CHAIN KIT SKULLS,0.015929073085653972
22086,42584.130000000005,15591,980,613,2.9369990029910267,PAPER CHAIN KIT 50'S CHRISTMAS,0.47916202384698886
22087,10243.400000000001,3772,257,155,2.8797709923664123,PAPER BUNTING WHITE LACE,0.11526003408016663
22088,4683.1,1698,169,115,2.905555555555556,PAPER BUNTING COLOURED LACE,0.05269483429338192
22089,3395.55,1189,180,142,2.934615384615385,PAPER BUNTING VINTAGE PAISLEY,0.03820715863101214
22090,18785.99,6877,567,325,2.9045359019264447,PAPER BUNTING RETROSPOT,0.2113823386404582
22091,919.6700000000001,1937,130,97,0.5529230769230769,EMPIRE TISSUE BOX,0.010348243312035734
22092,311.56,666,88,75,0.5076136363636364,BLUE PAISLEY TISSUE BOX,0.003505712577661393
22093,804.8100000000001,1823,153,114,0.5210967741935484,MOTORING TISSUE BOX,0.009055824045537508
22094,930.0400000000001,2081,145,117,0.5692567567567568,RED RETROSPOT TISSUE BOX,0.010464927865349218
22095,1427.59,1571,102,72,0.6488990825688074,LADS ONLY TISSUE BOX,0.016063423477800834
22096,561.75,1357,109,89,0.5224778761061947,PINK PAISLEY SQUARE TISSUE BOX,0.006320882143090536
22097,685.5500000000001,1577,132,103,0.5312857142857143,SWALLOW SQUARE TISSUE BOX,0.007713895421799229
22098,910.08,1955,143,98,0.6672483221476511,BOUDOIR SQUARE TISSUE BOX,0.010240335417505715
22099,703.57,1399,122,96,0.6066929133858268,CARAVAN SQUARE TISSUE BOX,0.007916658743950528
22100,304.17,727,38,34,0.6389473684210527,SKULLS SQUARE TISSUE BOX,0.0034225593617513987
22101,631.62,837,24,21,1.9366666666666668,MIRROR MOSAIC VOTIVE HOLDER,0.007107068231809247
22102,715.05,1533,18,13,1.51,MIRROR MOSAIC T-LIGHT HOLDER,0.008045833157840476
22103,694.29,1153,15,12,1.4553333333333331,MIRROR MOSAIC T-LIGHT HOLDER ROUND,0.007812239008680602
22104,120.07,151,12,9,1.3641666666666667,MIRROR MOSAIC CANDLE PLATE,0.0013510428463211048
22105,566.5,506,10,9,3.59,MIRROR MOSAIC GOBLET CANDLE HOLDER,0.006374329744656499
22106,584.9,286,12,9,5.566666666666666,MIRROR MOSAIC HURRICANE LAMP,0.006581368874933074
22107,962.48,291,69,44,3.5616666666666665,PIZZA PLATE IN BOX,0.010829946853728133
22108,246.53,101,28,16,2.855,PING! MICROWAVE PLATE,0.0027739867819067377
22109,4985.55,1381,158,100,3.837515527950311,FULL ENGLISH BREAKFAST PLATE,0.05609803999730311
22110,1562.06,617,154,116,2.5775308641975307,BIRD HOUSE HOT WATER BOTTLE,0.01757649694781665
22111,20049.9,4248,656,425,4.902571860816944,SCOTTIE DOG HOT WATER BOTTLE,0.22560401402892916
22112,23584.64,5152,700,382,4.87300283286119,CHOCOLATE HOT WATER BOTTLE,0.2653773561677237
22113,12148.9,3145,511,337,4.03241054613936,GREY HEART HOT WATER BOTTLE,0.13670096140310212
22114,15386.07,3729,514,325,4.213062015503876,HOT WATER BOTTLE TEA AND SYMPATHY,0.17312600821600535
22115,1706.8100000000002,1495,183,152,1.5037297297297296,METAL SIGN EMPIRE TEA,0.019205242279747858
22116,493.39000000000004,505,90,65,1.2240000000000002,METAL SIGN HIS DINNER IS SERVED,0.005551686765606479
22117,3802.5,1290,72,58,2.785416666666667,METAL SIGN HER DINNER IS SERVED,0.04278621156938453
22118,742.63,217,78,67,4.2676923076923075,JOY WOODEN BLOCK LETTERS,0.00835616681072243
22119,1699.66,342,103,82,6.1648571428571435,PEACE WOODEN BLOCK LETTERS,0.019124789574232776
22120,4826.67,502,167,121,9.865329341317365,WELCOME  WOODEN BLOCK LETTERS,0.05431030211587147
22121,1924.94,332,114,94,6.063391304347827,NOEL WOODEN BLOCK LETTERS,0.02165966866492336
22123,793.5999999999999,442,72,59,2.1576712328767123,PING MICROWAVE APRON,0.008929687705841832
22124,127.42,78,23,14,2.2886956521739132,SET OF 2 TEA TOWELS PING MICROWAVE,0.00143374597716528
22125,23.8,4,1,1,5.95,UNION JACK HOT WATER BOTTLE,0.00026780061416209125
22127,479.7,402,20,20,1.2409523809523808,PARTY CONES CARNIVAL ASSORTED,0.005397645151830049
22128,2042.69,1729,72,62,1.2368055555555555,PARTY CONES CANDY ASSORTED,0.022984606577426982
22129,785.4599999999999,986,36,33,0.9697222222222222,PARTY CONES CANDY TREE DECORATION,0.008838095394947738
22130,1260.53,1505,88,78,0.8485714285714285,PARTY CONE CHRISTMAS DECORATION,0.014183643200409279
22131,3358.72,1884,180,115,2.0398378378378377,FOOD CONTAINER SET 3 LOVE HEART,0.037792742806659625
22132,772.91,935,83,60,0.8562650602409638,RED LOVE HEART SHAPE CUP,0.00869688120554714
22133,585.78,702,60,41,0.8738333333333334,PINK LOVE HEART SHAPE CUP,0.006591270746381084
22134,254.76,636,55,29,0.4628571428571428,MINI LADLE LOVE HEART RED,0.0028665917841989227
22135,114.54,261,48,22,0.46270833333333333,MINI LADLE LOVE HEART PINK,0.0012888185859716778
22136,530.25,333,50,37,1.646153846153846,LOVE HEART SOCK HANGER,0.005966440153758356
22137,191.0,68,11,9,2.913636363636364,BATHROOM SET LOVE HEART DESIGN,0.0021491561892840096
22138,22953.100000000002,4786,854,581,4.989149184149185,BAKING SET 9 PIECE RETROSPOT,0.2582711881060461
22139,20426.23,4239,823,488,4.998460606060607,RETROSPOT TEA SET CERAMIC 11 PC,0.22983852684941736
22141,5015.080000000001,2443,348,256,2.1466197183098594,CHRISTMAS CRAFT TREE TOP ANGEL,0.056430315297143735
22142,4334.94,3070,321,259,1.4966666666666666,CHRISTMAS CRAFT WHITE FAIRY,0.04877729388049646
22144,7109.200000000001,3459,421,319,2.148,CHRISTMAS CRAFT LITTLE FRIENDS,0.07999361874794703
22145,63.0,30,1,1,2.1,CHRISTMAS CRAFT HEART STOCKING,0.0007088839786643592
22146,1.95,1,1,1,1.95,EASTER CRAFT IVY WREATH WITH CHICK,2.1941646958658736e-05
22147,8308.75,6123,436,287,1.464311111111111,FELTCRAFT BUTTERFLY HEARTS,0.09349110726551578
22148,3355.35,1813,159,148,1.9370370370370371,EASTER CRAFT 4 CHICKS,0.037754823139864405
22149,11549.59,5882,461,337,2.103468950749465,FELTCRAFT 6 FLOWER FRIENDS,0.12995744938320786
