StockCode,Description,TotalQuantity,TransactionCount,UniqueCustomers,TotalRevenue,AverageUnitPrice
22282,12 EGG HOUSE PAINTED WOOD,110,65,39,1412.52,12.910153846153845
22283,6 EGG HOUSE PAINTED WOOD,252,119,82,2011.24,8.015882352941176
22284,HEN HOUSE DECORATION,861,101,79,1420.6499999999999,1.65
22285,"DECORATION HEN ON NEST, HANGING",39,3,3,64.35,1.6499999999999997
22285,HANGING HEN ON NEST DECORATION,794,87,72,1310.1,1.65
22286,"DECORATION , WOBBLY RABBIT , METAL",272,34,30,448.79999999999995,1.65
22286,DECORATION WOBBLY RABBIT METAL,753,45,35,375.57,0.6699999999999999
22287,"DECORATION , WOBBLY CHICKEN, METAL",227,28,27,374.54999999999995,1.65
22287,DECORATION WOBBLY CHICKEN,509,30,25,251.42999999999998,0.6419999999999999
22288,HANGING METAL RABBIT DECORATION,452,39,37,565.0,1.25
22289,HANGING METAL CHICKEN DECORATION,122,19,19,152.5,1.25
22291,HANGING CHICK CREAM DECORATION,1191,91,72,1726.9499999999998,1.45
22292,HANGING CHICK  YELLOW DECORATION,1085,88,76,1515.6499999999999,1.4478260869565216
22293,HANGING CHICK GREEN DECORATION,817,82,63,1184.6499999999999,1.45
22294,HEART FILIGREE DOVE  SMALL,5328,249,162,6532.32,1.2455642023346305
22295,HEART FILIGREE DOVE LARGE,2707,213,156,4370.669999999999,1.669074074074074
22296,HEART IVORY TRELLIS LARGE,3038,271,189,4960.78,1.6588571428571428
22297,HEART IVORY TRELLIS SMALL,3856,221,157,4706.28,1.257345132743363
22299,PIG KEYRING WITH LIGHT & SOUND,1264,45,39,1166.34,1.0588888888888888
22300,COFFEE MUG DOG + BALL DESIGN,1423,148,100,2978.49,2.534256756756757
22301,COFFEE MUG CAT + BIRD DESIGN,2074,192,123,4418.94,2.514427083333333
22302,COFFEE MUG PEARS  DESIGN,2275,193,134,4926.7,2.5202577319587625
22303,COFFEE MUG APPLES DESIGN,2690,239,156,5937.7,2.512833333333333
22304,COFFEE MUG BLUE PAISLEY DESIGN,738,47,38,1252.76,2.6125531914893614
22305,COFFEE MUG PINK PAISLEY DESIGN,683,45,35,1556.89,2.6906666666666665
22306,SILVER MUG BONE CHINA TREE OF LIFE,1109,103,85,1261.8700000000001,1.1533333333333333
22307,GOLD MUG BONE CHINA TREE OF LIFE,690,66,53,789.71,1.157910447761194
22308,TEA COSY BLUE STRIPE,145,36,27,356.89,2.8052777777777775
22309,TEA COSY RED  STRIPE,292,64,48,706.8299999999999,2.647384615384615
22310,IVORY KNITTED MUG COSY,531,51,29,841.79,1.7896226415094338
22311,OFFICE MUG WARMER BLACK+SILVER,1042,95,62,2890.1,3.1553608247422678
22312,OFFICE MUG WARMER POLKADOT,497,94,62,1437.2900000000002,3.015894736842105
22313,OFFICE MUG WARMER PINK,303,55,41,845.3900000000001,2.8366666666666664
22314,OFFICE MUG WARMER CHOC+BLUE,514,94,59,1425.2400000000002,3.0381250000000004
22315,200 RED + WHITE BENDY STRAWS,759,119,90,912.27,1.2468333333333335
22316,200 BENDY SKULL STRAWS,636,42,28,703.8000000000001,1.2364285714285714
22317,FIVE CATS HANGING DECORATION,171,39,35,503.37000000000006,3.0751282051282054
22318,FIVE HEART HANGING DECORATION,389,91,67,1140.3500000000001,2.941304347826087
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,1316,62,54,568.36,0.5683870967741936
22320,BIRDS MOBILE VINTAGE DESIGN,174,73,56,1046.66,6.105616438356165
22321,BIRD DECORATION RED RETROSPOT,735,58,45,624.75,0.85
22322,BIRD DECORATION GREEN POLKADOT,378,38,30,321.29999999999995,0.85
22323,PINK POLKADOT KIDS BAG,1,1,1,1.95,1.95
22324,BLUE POLKADOT KIDS BAG,228,29,20,456.35999999999996,2.4486666666666665
22325,MOBILE VINTAGE HEARTS,139,64,52,685.95,4.9390625
22326,ROUND SNACK BOXES SET OF4 WOODLAND,8035,612,281,21983.77,2.9358401305057096
22327,ROUND SNACK BOXES SET OF 4 SKULLS,810,167,106,2293.5,2.940588235294118
22328,ROUND SNACK BOXES SET OF 4 FRUITS,5813,473,228,15883.99,2.9273949579831933
22329,ROUND CONTAINER SET OF 5 RETROSPOT,1369,154,104,2153.2499999999995,1.6396774193548385
22331,WOODLAND PARTY BAG + STICKER SET,1766,145,103,2747.66,1.6560689655172414
22332,SKULLS PARTY BAG + STICKER SET,971,132,92,1544.55,1.6439849624060148
22333,RETROSPOT PARTY BAG + STICKER SET,4321,278,169,6633.73,1.6346263345195728
22334,DINOSAUR PARTY BAG + STICKER SET,684,91,77,1101.44,1.663478260869565
22335,HEART DECORATION PAINTED ZINC,2018,123,88,1246.3000000000002,0.66015625
22336,DOVE DECORATION PAINTED ZINC,2258,50,48,652.7600000000001,0.44849056603773585
22337,ANGEL DECORATION PAINTED ZINC,635,26,24,383.95000000000005,0.6870370370370371
22338,STAR DECORATION PAINTED ZINC,4154,118,94,912.6800000000001,0.3175409836065574
22339,CHRISTMAS TREE PAINTED ZINC,2252,53,45,552.36,0.273859649122807
22340,NOEL GARLAND PAINTED ZINC,968,62,53,407.76,0.46483870967741936
22341,LOVE GARLAND PAINTED ZINC,405,41,37,672.6499999999999,1.8002439024390244
22342,HOME GARLAND PAINTED ZINC,797,54,49,729.4499999999999,0.9925925925925926
22343,PARTY PIZZA DISH RED RETROSPOT,1684,64,48,729.04,0.56078125
22344,PARTY PIZZA DISH PINK POLKADOT,1046,46,34,372.74,0.5860869565217391
22345,PARTY PIZZA DISH BLUE POLKADOT,951,42,29,302.61,0.5559090909090909
22346,PARTY PIZZA DISH GREEN POLKADOT,882,32,23,309.12,0.5551515151515152
22348,TEA BAG PLATE RED RETROSPOT,3849,255,144,3211.5899999999997,0.8666279069767442
22349,DOG BOWL CHASING BALL DESIGN,1326,116,86,5171.679999999999,3.7622222222222224
22350,ILLUSTRATED CAT BOWL,1355,89,63,3583.7699999999995,2.553111111111111
22351,DOTCOMGIFTSHOP TEA TOWEL,12,1,1,19.799999999999997,1.65
22352,LUNCH BOX WITH CUTLERY RETROSPOT,2832,333,185,6664.24,2.554597014925373
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES,60,24,23,153.0,2.55
22354,RETROSPOT PADDED SEAT CUSHION,699,66,44,2499.43,3.8024242424242427
22355,CHARLOTTE BAG SUKI DESIGN,8797,597,249,7001.26,0.8504318936877076
22356,CHARLOTTE BAG PINK POLKADOT,7037,504,220,5636.56,0.8604305283757339
22357,KINGS CHOICE BISCUIT TIN,306,95,70,1256.1,4.2095789473684215
22358,KINGS CHOICE TEA CADDY,446,114,87,1311.7800000000002,2.9959130434782613
22359,GLASS JAR KINGS CHOICE,158,64,47,468.94000000000005,2.9943750000000002
22360,GLASS JAR ENGLISH CONFECTIONERY,776,159,103,2156.2000000000003,2.99125
22361,GLASS JAR DAISY FRESH COTTON WOOL,525,129,92,1472.3500000000001,2.9346153846153844
22362,GLASS JAR PEACOCK BATH SALTS,316,88,62,889.8800000000001,3.01
22363,GLASS JAR MARMALADE,323,61,46,888.49,2.9633333333333334
22364,GLASS JAR DIGESTIVE BISCUITS,449,109,69,1238.67,2.976545454545455
22365,DOORMAT RESPECTABLE HOUSE,727,127,83,4849.29,7.862755905511811
22366,DOORMAT AIRMAIL,695,159,104,4693.75,7.802327044025157
22367,CHILDRENS APRON SPACEBOY DESIGN,3502,459,300,6492.54,1.9835497835497835
22371,AIRLINE BAG VINTAGE TOKYO 78,812,256,145,3414.98,4.35953488372093
22372,AIRLINE BAG VINTAGE WORLD CHAMPION,220,102,81,931.08,4.317450980392157
22374,AIRLINE BAG VINTAGE JET SET RED,441,159,108,1853.0900000000001,4.262125
22375,AIRLINE BAG VINTAGE JET SET BROWN,250,96,67,1043.3,4.234375
22376,AIRLINE BAG VINTAGE JET SET WHITE,191,82,66,812.19,4.290952380952381
22377,BOTTLE BAG RETROSPOT,1029,107,83,1492.44,1.9517757009345795
22378,WALL TIDY RETROSPOT,1679,104,69,2079.96,1.8362857142857143
22379,RECYCLING BAG RETROSPOT,6010,412,188,11790.38,2.1235990338164252
22380,TOY TIDY SPACEBOY,1115,201,114,2188.65,2.127722772277228
22381,TOY TIDY PINK POLKADOT,3140,296,134,6168.93,2.1231000000000004
22382,LUNCH BAG SPACEBOY DESIGN,9716,1001,491,15577.8,1.6554870775347912
22383,LUNCH BAG SUKI  DESIGN,2114,147,122,3328.3,1.6380794701986754
22383,LUNCH BAG SUKI DESIGN,9436,916,400,15132.0,1.6528326180257509
22384,LUNCH BAG PINK POLKADOT,10074,951,445,16067.1,1.6508740894901144
22385,JUMBO BAG SPACEBOY DESIGN,8125,482,247,15105.61,2.0317008196721313
22386,JUMBO BAG PINK POLKADOT,19692,884,372,36437.78,2.0164771460423636
22389,PAPERWEIGHT SAVE THE PLANET,229,37,36,386.90999999999997,1.9916216216216216
22390,PAPERWEIGHT CHILDHOOD MEMORIES,259,30,24,405.62,2.356666666666667
22391,PAPERWEIGHT HOME SWEET HOME,146,18,18,186.05999999999997,1.5977777777777777
22393,PAPERWEIGHT VINTAGE COLLAGE,481,51,44,602.0799999999999,1.9980392156862743
22394,PAPERWEIGHT KINGS CHOICE,154,17,17,175.5,1.6688235294117646
22395,PAPERWEIGHT VINTAGE PAISLEY,134,15,15,130.26,1.3153333333333335
22396,MAGNETS PACK OF 4 RETRO PHOTO,1170,108,87,561.26,0.6373148148148148
22398,MAGNETS PACK OF 4 SWALLOWS,2466,231,167,1430.79,0.64508547008547
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,1112,89,71,1287.4,1.2393258426966292
22400,MAGNETS PACK OF 4 HOME SWEET HOME,1385,144,112,711.48,0.5832876712328767
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,1695,145,107,998.22,0.6276712328767123
22403,MAGNETS PACK OF 4 VINTAGE LABELS,1216,86,72,561.86,0.5927906976744186
22405,MONEY BOX POCKET MONEY DESIGN,344,55,47,347.63,1.1214545454545455
22406,MONEY BOX KINGS CHOICE DESIGN,318,65,49,335.64,1.2161538461538461
22407,MONEY BOX FIRST ADE DESIGN,50,13,11,62.5,1.25
22407,MONEY BOX FIRST AID DESIGN,43,10,9,34.32,1.199
22408,MONEY BOX CONFECTIONERY DESIGN,136,22,20,140.25,1.1877272727272727
22409,MONEY BOX BISCUITS DESIGN,215,46,36,268.75,1.25
22410,MONEY BOX HOUSEKEEPING DESIGN,223,46,34,212.88,1.1454347826086957
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10148,801,375,19517.31,2.034987562189055
22412,METAL SIGN NEIGHBOURHOOD WITCH,872,114,73,1774.2000000000003,2.0934782608695652
22413,METAL SIGN TAKE IT OR LEAVE IT,3669,354,228,10585.35,2.964385474860335
22414,DOORMAT NEIGHBOURHOOD WITCH,251,72,37,1629.47,8.28375
22415,WHITE TISSUE REAM,19,13,13,151.05,7.950000000000001
22416,SET OF 36 DOILIES SPACEBOY DESIGN,800,56,47,1102.3999999999999,1.4428571428571428
22416,SET OF 36 SPACEBOY PAPER DOILIES,44,8,8,63.8,1.45
22417,PACK OF 60 SPACEBOY CAKE CASES,8051,409,270,4103.09,0.5527884615384615
22418,10 COLOUR SPACEBOY PEN,6102,249,179,5068.92,0.8718400000000001
22419,LIPSTICK PEN RED,2797,158,94,1229.82,0.4468711656441718
22420,LIPSTICK PEN BABY PINK,1198,84,55,499.90999999999997,0.47779069767441856
22421,LIPSTICK PEN FUSCHIA,1922,121,80,793.9399999999999,0.4565853658536585
22422,TOOTHPASTE TUBE PEN,970,73,53,396.6,0.6606578947368421
22423,REGENCY CAKESTAND 3 TIER,11529,1884,887,132567.69999999998,12.428511087645195
22424,ENAMEL BREAD BIN CREAM,683,343,189,8150.9,12.657521865889212
22425,ENAMEL COLANDER CREAM,428,144,110,2056.4100000000003,4.960486111111112
22426,ENAMEL WASH BOWL CREAM,648,147,104,2186.8,3.663513513513514
22427,ENAMEL FLOWER JUG CREAM,1950,453,311,11183.18,5.910921052631579
22428,ENAMEL FIRE BUCKET CREAM,218,94,75,1507.88,7.013617021276596
22429,ENAMEL MEASURING JUG CREAM,1153,330,227,4784.29,4.259156626506024
22430,ENAMEL WATERING CAN CREAM,519,168,131,2522.85,4.9292899408284025
22431,WATERING CAN BLUE ELEPHANT,1971,278,159,3667.1499999999996,1.9704285714285714
22432,WATERING CAN PINK BUNNY,1630,237,158,3065.4799999999996,1.9490794979079498
22433,WATERING CAN GREEN DINOSAUR,1338,192,121,2481.68,1.9504123711340207
22434,BALLOON PUMP WITH 10 BALLOONS,756,114,94,1476.3799999999999,1.9691228070175437
22435,SET OF 9 HEART SHAPED BALLOONS,2659,214,153,3230.79,1.255925925925926
22436,12 COLOURED PARTY BALLOONS,2069,140,105,1346.65,0.6625874125874126
22437,SET OF 9 BLACK SKULL BALLOONS,2735,175,140,2253.15,0.8429545454545454
22438,BALLOON ART MAKE YOUR OWN FLOWERS,887,68,66,801.45,1.5042857142857142
22439,6 ROCKET BALLOONS,1694,159,116,1128.7,0.689877300613497
22440,BALLOON WATER BOMB PACK OF 35,5863,139,100,2239.86,0.4174647887323944
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,987,170,130,2054.7000000000003,2.097093023255814
22442,GROW YOUR OWN FLOWERS SET OF 3,281,81,69,1090.35,6.438888888888888
22443,GROW YOUR OWN HERBS SET OF 3,150,82,60,1192.5,7.949999999999999
22444,GROW YOUR OWN PLANT IN A CAN,730,36,31,894.26,1.2447222222222223
22445,PENCIL CASE LIFE IS BEAUTIFUL,469,93,72,1359.3500000000001,3.0577551020408165
22446,PIN CUSHION BABUSHKA PINK,161,38,25,432.99,3.2551219512195124
22447,PIN CUSHION BABUSHKA BLUE,75,16,16,223.95000000000002,3.0875
22448,PIN CUSHION BABUSHKA RED,187,34,29,576.3100000000001,3.199411764705882
22449,SILK PURSE BABUSHKA PINK,358,88,65,1194.23,3.3255056179775284
22450,SILK PURSE BABUSHKA BLUE,182,53,42,607.3000000000001,3.3425925925925926
22451,SILK PURSE BABUSHKA RED,201,38,35,654.1500000000001,3.3394736842105264
22452,MEASURING TAPE BABUSHKA PINK,387,67,53,1091.8500000000001,2.894347826086957
22453,MEASURING TAPE BABUSHKA BLUE,333,46,38,948.7500000000001,2.9239130434782608
22454,MEASURING TAPE BABUSHKA RED,228,37,31,639.0,2.918421052631579
22456,NATURAL SLATE CHALKBOARD LARGE,1380,335,220,6486.6,4.879166666666667
22457,NATURAL SLATE HEART CHALKBOARD,8375,984,590,23936.570000000003,2.974428715874621
22458,CAST IRON HOOK GARDEN FORK,513,14,12,1371.4299999999998,2.57
22459,CAST IRON HOOK GARDEN TROWEL,375,15,12,962.73,2.529333333333333
22460,EMBOSSED GLASS TEALIGHT HOLDER,2349,168,119,2831.84,1.285297619047619
22461,SAVOY ART DECO CLOCK,209,57,37,1090.55,7.992105263157895
22464,HANGING METAL HEART LANTERN,3061,289,193,4602.8099999999995,1.5909278350515463
22465,HANGING METAL STAR LANTERN,1931,166,120,2785.93,1.5342857142857143
22466,FAIRY TALE COTTAGE NIGHT LIGHT,895,82,74,1689.1499999999999,1.935542168674699
22466,FAIRY TALE COTTAGE NIGHTLIGHT,2015,70,51,3350.85,1.9142857142857144
22467,GUMBALL COAT RACK,7506,599,263,17153.600000000002,2.4959570957095707
22468,BABUSHKA LIGHTS STRING OF 10,464,118,83,3012.94,6.751186440677966
22469,HEART OF WICKER SMALL,16633,972,573,28009.14,1.638939393939394
22470,HEART OF WICKER LARGE,9509,817,487,28290.15,2.9561064087061673
22471,TV DINNER TRAY AIR HOSTESS,358,65,53,1090.78,4.315230769230769
22472,TV DINNER TRAY DOLLY GIRL,289,82,58,1214.27,4.763658536585366
22473,TV DINNER TRAY VINTAGE PAISLEY,437,79,58,1239.39,4.238607594936709
22474,SPACEBOY TV DINNER TRAY,212,84,71,873.0400000000001,4.593333333333334
22475,SKULL DESIGN TV DINNER TRAY,278,109,49,1211.1000000000001,4.637272727272728
22476,EMPIRE UNION JACK TV DINNER TRAY,802,79,61,2106.22,4.960126582278481
22477,WATERING CAN GARDEN MARKER,1279,71,64,1764.35,1.2564788732394365
22478,BIRDHOUSE GARDEN MARKER,1411,76,59,1929.35,1.2560526315789473
22479,DAISY GARDEN MARKER,1078,54,48,1513.1,1.2585185185185184
22480,RED TEA TOWEL CLASSIC DESIGN,612,67,57,728.52,1.2443283582089553
22481,BLACK TEA TOWEL CLASSIC DESIGN,692,84,68,607.74,1.0524418604651162
22482,BLUE TEA TOWEL CLASSIC DESIGN,448,48,40,523.52,1.2420833333333332
22483,RED GINGHAM TEDDY BEAR,721,131,91,2027.0300000000002,2.981145038167939
22485,SET OF 2 WOODEN MARKET CRATES,456,169,142,5576.4,12.63284023668639
22486,PLASMATRONIC LAMP,46,13,10,212.44000000000003,9.022307692307693
22487,WHITE WOOD GARDEN PLANT LADDER,698,396,278,6536.0599999999995,9.76290404040404
22488,NATURAL SLATE RECTANGLE CHALKBOARD,2875,318,211,4577.509999999999,1.6541249999999998
22489,PACK OF 12 TRADITIONAL CRAYONS,9311,320,232,3753.63,0.43207430340557273
22491,PACK OF 12 COLOURED PENCILS,3886,201,162,3110.4399999999996,0.8557635467980296
22492,MINI PAINT SET VINTAGE,25880,335,213,15911.84,0.6563283582089552
22493,PAINT YOUR OWN CANVAS SET,2079,180,125,3340.83,1.6974725274725275
22494,EMERGENCY FIRST AID TIN,850,126,79,1052.64,1.343015873015873
22495,SET OF 2 ROUND TINS CAMEMBERT,235,66,60,494.53000000000003,2.59
22496,SET OF 2 ROUND TINS DUTCH CHEESE,238,70,63,462.34000000000003,2.672285714285714
22497,SET OF 2 TINS VINTAGE BATHROOM,177,59,50,752.25,4.25
22498,WOODEN REGATTA BUNTING,228,96,68,1356.6000000000001,5.95
22499,WOODEN UNION JACK BUNTING,1730,298,217,9905.03,5.945049833887043
22500,SET OF 2 TINS JARDIN DE PROVENCE,235,85,78,826.5500000000001,4.122941176470588
22501,PICNIC BASKET WICKER LARGE,1092,274,187,9925.8,9.746788321167882
22502,PICNIC BASKET WICKER 60 PIECES,61,2,1,39619.5,649.5
22502,PICNIC BASKET WICKER SMALL,1349,241,175,7343.6,5.806172839506173
22503,CABIN BAG VINTAGE PAISLEY,51,18,15,967.05,23.383333333333333
22504,CABIN BAG VINTAGE RETROSPOT,155,43,32,2879.85,22.801162790697674
22505,MEMO BOARD COTTAGE DESIGN,1356,267,187,6261.64,4.924869888475836
22507,MEMO BOARD RETROSPOT  DESIGN,2779,353,230,12377.07,4.935524079320113
22508,DOORSTOP RETROSPOT HEART,1489,240,179,5836.96,3.8366249999999997
22509,SEWING BOX RETROSPOT DESIGN,187,82,71,1684.6499999999999,11.840243902439024
22510,GINGHAM BABUSHKA DOORSTOP,209,41,34,400.87,2.4070731707317075
22511,RETROSPOT BABUSHKA DOORSTOP,245,48,44,455.87,2.3329166666666667
22512,DOORSTOP RACING CAR DESIGN,117,32,28,232.25,2.6490625
22513,DOORSTOP FOOTBALL DESIGN,134,51,37,404.98,3.780980392156863
22514,CHILDS GARDEN SPADE BLUE,260,75,61,537.0,2.0966666666666667
22515,CHILDS GARDEN SPADE PINK,235,64,53,484.50000000000006,2.09609375
22516,CHILDS GARDEN RAKE BLUE,170,41,35,348.00000000000006,2.094186046511628
22517,CHILDS GARDEN RAKE PINK,179,54,48,366.90000000000003,2.0953703703703703
22518,CHILDS GARDEN BRUSH BLUE,333,57,44,663.3000000000001,2.0824561403508772
22519,CHILDS GARDEN BRUSH PINK,370,65,53,741.0000000000001,2.0846153846153848
22520,CHILDS GARDEN TROWEL BLUE,705,105,88,599.25,0.85
22521,CHILDS GARDEN TROWEL PINK,598,94,81,508.29999999999995,0.85
22522,CHILDS GARDEN FORK BLUE,909,121,100,747.6899999999999,0.8489430894308944
22523,CHILDS GARDEN FORK PINK,831,119,98,706.3499999999999,0.85
22524,CHILDRENS GARDEN GLOVES BLUE,592,65,55,721.0,1.247121212121212
22525,CHILDRENS GARDEN GLOVES PINK,458,52,42,553.5,1.246346153846154
22526,WHEELBARROW FOR CHILDREN,106,71,57,1329.9,12.724647887323945
22529,MAGIC DRAWING SLATE GO TO THE FAIR,814,61,52,328.92,0.4180327868852459
22530,MAGIC DRAWING SLATE DOLLY GIRL,3487,182,143,1420.62,0.41608695652173916
22531,MAGIC DRAWING SLATE CIRCUS PARADE,3291,163,127,1347.66,0.4196341463414634
22532,MAGIC DRAWING SLATE LEAP FROG,1063,66,54,360.06,0.4133823529411765
22533,MAGIC DRAWING SLATE BAKE A CAKE,1716,79,68,595.44,0.41126582278481016
22534,MAGIC DRAWING SLATE SPACEBOY,4329,203,173,1734.66,0.4174038461538461
22535,MAGIC DRAWING SLATE BUNNIES,1665,111,88,610.02,0.41486486486486485
22536,MAGIC DRAWING SLATE PURDEY,4598,145,109,1737.72,0.4123972602739726
22537,MAGIC DRAWING SLATE DINOSAUR,1768,136,115,742.5600000000001,0.42
22538,MINI JIGSAW GO TO THE FAIR,386,26,25,151.07999999999998,0.41115384615384615
22539,MINI JIGSAW DOLLY GIRL,2821,85,74,1049.1499999999999,0.403448275862069
22540,MINI JIGSAW CIRCUS PARADE,2450,66,51,915.36,0.41227272727272724
22541,MINI JIGSAW LEAP FROG,465,21,19,180.62,0.4257142857142857
22543,MINI JIGSAW BAKE A CAKE,1434,39,32,515.77,0.3758974358974359
22544,MINI JIGSAW SPACEBOY,4368,125,102,1608.98,0.4106349206349206
22545,MINI JIGSAW BUNNIES,1087,48,40,390.27,0.4008333333333333
22546,MINI JIGSAW PURDEY,2063,60,50,766.99,0.39899999999999997
22547,MINI JIGSAW DINOSAUR,736,51,41,278.67,0.4373076923076923
22548,HEADS AND TAILS SPORTING FUN,1871,179,149,2095.46,1.2591758241758242
22549,PICTURE DOMINOES,2991,244,195,4235.59,1.5166666666666666
22550,HOLIDAY FUN LUDO,1094,178,136,3780.71,3.829101123595506
22551,PLASTERS IN TIN SPACEBOY,7627,587,339,12090.749999999998,1.657070707070707
22553,PLASTERS IN TIN SKULLS,3949,447,283,6322.65,1.6428884026258204
22554,PLASTERS IN TIN WOODLAND ANIMALS,7268,592,352,11573.079999999998,1.6501333333333332
22555,PLASTERS IN TIN STRONGMAN,5853,453,294,9409.49,1.648782608695652
22556,PLASTERS IN TIN CIRCUS PARADE,5881,531,306,9479.81,1.658119180633147
22557,PLASTERS IN TIN VINTAGE PAISLEY,4537,484,316,7287.289999999999,1.6783975659229207
22558,CLOTHES PEGS RETROSPOT PACK 24,8363,650,364,12458.63,1.5956508422664626
22559,SEASIDE FLYING DISC,387,39,33,472.77,1.3643589743589744
22560,TRADITIONAL MODELLING CLAY,7989,337,229,9280.41,1.2722255192878338
22561,WOODEN SCHOOL COLOURING SET,5414,398,288,8659.619999999999,1.6557002457002457
22562,MONSTERS STENCIL CRAFT,1390,190,149,1710.42,1.2651052631578947
22563,HAPPY STENCIL CRAFT,2776,253,171,3243.3500000000004,1.256015625
22564,ALPHABET STENCIL CRAFT,2236,166,120,2541.27,1.2592771084337349
22565,FELTCRAFT HAIRBANDS PINK AND WHITE,817,108,85,711.6099999999999,0.921559633027523
22566,FELTCRAFT HAIRBAND PINK AND PURPLE,828,118,94,716.28,0.8951239669421488
22567,20 DOLLY PEGS RETROSPOT,2330,185,135,2997.2999999999997,1.3518181818181818
22568,FELTCRAFT CUSHION OWL,3119,424,245,11216.14,3.784765258215962
22569,FELTCRAFT CUSHION BUTTERFLY,2498,297,193,8974.6,3.7359197324414715
22570,FELTCRAFT CUSHION RABBIT,2767,327,202,9839.960000000001,3.7361515151515152
22571,ROCKING HORSE RED CHRISTMAS,2091,179,152,1727.4299999999998,0.8457377049180327
22572,ROCKING HORSE GREEN CHRISTMAS,1252,126,114,1039.24,0.847984496124031
22573,STAR WOODEN CHRISTMAS DECORATION,2440,154,127,2036.56,0.9087096774193548
22574,HEART WOODEN CHRISTMAS DECORATION,1929,158,132,1713.75,0.897125
22575,METAL MERRY CHRISTMAS WREATH,613,77,62,1142.55,1.9384615384615382
22576,SWALLOW WOODEN CHRISTMAS DECORATION,1412,126,102,1212.6799999999998,0.891
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,9681,465,344,3332.8499999999995,0.4238045738045738
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,9495,436,334,3051.5899999999997,0.38044052863436123
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,4709,277,227,1582.6899999999998,0.4069444444444444
22580,ADVENT CALENDAR GINGHAM SACK,778,170,130,4466.780000000001,6.040882352941177
22581,WOOD STOCKING CHRISTMAS SCANDISPOT,1086,99,84,702.3199999999999,0.7419417475728155
22582,PACK OF 6 SWEETIE GIFT BOXES,1017,78,73,2466.16,2.568875
22583,PACK OF 6 HANDBAG GIFT BOXES,526,79,73,1341.3,2.55
22584,PACK OF 6 PANETTONE GIFT BOXES,212,15,15,478.21000000000004,2.6806666666666663
22584,PACK OF 6 PANNETONE GIFT BOXES,2011,140,117,4972.48,2.571418439716312
22585,PACK OF 6 BIRDY GIFT TAGS,6006,322,241,7079.7,1.2590119760479042
22586,FELTCRAFT HAIRBAND PINK AND BLUE,748,119,100,635.8,0.85
22587,FELTCRAFT HAIRBAND RED AND BLUE,842,120,103,715.6999999999999,0.85
22588,CARD HOLDER GINGHAM HEART,407,138,111,1312.55,2.94268115942029
22589,CARDHOLDER GINGHAM STAR,323,57,46,940.49,3.1558620689655172
22591,CARDHOLDER GINGHAM CHRISTMAS TREE,315,69,55,1094.79,3.6442028985507244
22592,CARDHOLDER HOLLY WREATH METAL,504,93,80,1878.58,3.922365591397849
22593,CHRISTMAS GINGHAM STAR,1903,139,107,1631.59,0.9080851063829787
22594,CHRISTMAS GINGHAM TREE,1743,126,93,1479.2099999999998,0.9216535433070866
22595,CHRISTMAS GINGHAM HEART,408,31,30,346.79999999999995,0.8416129032258064
22595,GINGHAM HEART DECORATION,5951,331,251,4817.33,0.86
